iucn_sid,shallow,shoreline
11987,TRUE,TRUE
12006,TRUE,TRUE
12125,TRUE,FALSE
12126,TRUE,FALSE
12137,TRUE,FALSE
12143,TRUE,TRUE
12146,TRUE,TRUE
12152,TRUE,TRUE
12155,TRUE,TRUE
12246,TRUE,TRUE
12302,TRUE,TRUE
12303,TRUE,TRUE
12304,TRUE,TRUE
12305,TRUE,TRUE
12398,TRUE,TRUE
12416,TRUE,FALSE
12417,TRUE,TRUE
12419,TRUE,TRUE
12420,TRUE,TRUE
12421,TRUE,TRUE
12427,TRUE,TRUE
12695,TRUE,TRUE
13006,TRUE,FALSE
13145,TRUE,TRUE
13232,TRUE,TRUE
13241,TRUE,FALSE
13242,TRUE,FALSE
13243,TRUE,FALSE
13244,TRUE,FALSE
13245,TRUE,FALSE
13246,TRUE,FALSE
13247,TRUE,FALSE
13248,TRUE,FALSE
13249,TRUE,FALSE
13250,TRUE,FALSE
13251,TRUE,FALSE
13417,TRUE,TRUE
13427,TRUE,TRUE
13520,TRUE,TRUE
13581,TRUE,TRUE
13583,TRUE,TRUE
13653,TRUE,TRUE
13654,TRUE,TRUE
13655,TRUE,TRUE
13704,TRUE,FALSE
13891,TRUE,TRUE
13966,TRUE,TRUE
13972,TRUE,TRUE
14048,TRUE,FALSE
14049,TRUE,TRUE
14050,TRUE,FALSE
14051,TRUE,TRUE
14052,TRUE,FALSE
14053,TRUE,FALSE
14054,TRUE,FALSE
14128,TRUE,FALSE
14214,TRUE,FALSE
14264,TRUE,TRUE
14331,TRUE,TRUE
14521,TRUE,TRUE
14524,TRUE,TRUE
14549,TRUE,TRUE
14562,TRUE,FALSE
14576,TRUE,TRUE
14580,TRUE,TRUE
14608,TRUE,TRUE
14629,TRUE,TRUE
14811,TRUE,TRUE
15106,TRUE,TRUE
15108,TRUE,TRUE
15184,TRUE,FALSE
15239,TRUE,FALSE
15269,TRUE,TRUE
15419,TRUE,TRUE
15421,TRUE,FALSE
15549,TRUE,TRUE
15631,TRUE,TRUE
15873,TRUE,FALSE
15939,TRUE,FALSE
15968,TRUE,TRUE
16012,TRUE,FALSE
16067,TRUE,TRUE
16238,TRUE,FALSE
16474,TRUE,FALSE
16475,TRUE,FALSE
16476,TRUE,FALSE
16559,TRUE,TRUE
16564,TRUE,FALSE
16580,TRUE,TRUE
16687,TRUE,TRUE
16781,TRUE,FALSE
16926,TRUE,TRUE
17013,TRUE,TRUE
17014,TRUE,TRUE
17020,TRUE,TRUE
17021,TRUE,TRUE
17022,TRUE,TRUE
17023,TRUE,TRUE
17026,TRUE,TRUE
17027,TRUE,FALSE
17028,TRUE,FALSE
17029,TRUE,FALSE
17030,TRUE,FALSE
17031,TRUE,FALSE
17032,TRUE,FALSE
17096,TRUE,FALSE
17177,TRUE,FALSE
17245,TRUE,FALSE
17977,TRUE,FALSE
17978,TRUE,FALSE
18145,TRUE,FALSE
18175,TRUE,TRUE
18374,TRUE,TRUE
18376,TRUE,FALSE
18383,TRUE,FALSE
18428,TRUE,FALSE
18458,TRUE,TRUE
18460,TRUE,TRUE
18596,TRUE,FALSE
18711,TRUE,TRUE
18878,TRUE,FALSE
19330,TRUE,TRUE
19387,TRUE,FALSE
19388,TRUE,TRUE
19401,TRUE,TRUE
19488,TRUE,FALSE
19735,TRUE,TRUE
19782,TRUE,TRUE
19798,TRUE,FALSE
19855,TRUE,TRUE
19861,TRUE,FALSE
19877,TRUE,FALSE
19896,TRUE,FALSE
19897,TRUE,FALSE
19898,TRUE,FALSE
19899,TRUE,FALSE
19950,TRUE,TRUE
19954,TRUE,TRUE
19955,TRUE,TRUE
20047,TRUE,FALSE
20223,TRUE,TRUE
20230,TRUE,TRUE
20314,TRUE,FALSE
20315,TRUE,FALSE
20316,TRUE,FALSE
20318,TRUE,FALSE
20391,TRUE,TRUE
20425,TRUE,FALSE
20427,TRUE,TRUE
20453,TRUE,TRUE
20724,TRUE,FALSE
20729,TRUE,FALSE
20730,TRUE,FALSE
20731,TRUE,FALSE
20732,TRUE,FALSE
20733,TRUE,FALSE
20738,TRUE,FALSE
20745,TRUE,FALSE
20795,TRUE,FALSE
20855,TRUE,FALSE
20860,TRUE,TRUE
20862,TRUE,TRUE
21257,TRUE,FALSE
21309,TRUE,TRUE
21326,TRUE,TRUE
21341,TRUE,FALSE
21342,TRUE,FALSE
21343,TRUE,FALSE
21500,TRUE,FALSE
21628,TRUE,FALSE
21689,TRUE,FALSE
21855,TRUE,FALSE
21856,TRUE,FALSE
21857,TRUE,FALSE
21858,TRUE,FALSE
21859,TRUE,FALSE
21860,TRUE,FALSE
21994,TRUE,FALSE
22003,TRUE,FALSE
22102,TRUE,TRUE
22103,TRUE,TRUE
22104,TRUE,TRUE
22105,TRUE,TRUE
22147,TRUE,TRUE
22383,TRUE,TRUE
22563,TRUE,TRUE
22701,TRUE,TRUE
22781,TRUE,TRUE
22823,TRUE,TRUE
22829,TRUE,TRUE
22830,TRUE,TRUE
22949,TRUE,TRUE
22979,TRUE,FALSE
23053,TRUE,TRUE
23095,TRUE,TRUE
23141,TRUE,TRUE
23148,TRUE,FALSE
23211,TRUE,FALSE
23259,TRUE,TRUE
29656,TRUE,TRUE
29658,TRUE,TRUE
29661,TRUE,TRUE
29667,TRUE,TRUE
30507,TRUE,TRUE
30561,TRUE,TRUE
31351,TRUE,TRUE
31382,TRUE,TRUE
32042,TRUE,TRUE
32157,TRUE,TRUE
32162,TRUE,TRUE
32163,TRUE,TRUE
32164,TRUE,TRUE
32170,TRUE,TRUE
33196,TRUE,TRUE
33199,TRUE,TRUE
33600,TRUE,TRUE
33705,TRUE,TRUE
33989,TRUE,TRUE
34315,TRUE,TRUE
34364,TRUE,TRUE
36240,TRUE,TRUE
37828,TRUE,TRUE
37930,TRUE,TRUE
38559,TRUE,TRUE
39070,TRUE,TRUE
39084,TRUE,TRUE
39086,TRUE,TRUE
39087,TRUE,TRUE
39098,TRUE,TRUE
39105,TRUE,TRUE
39106,TRUE,TRUE
39107,TRUE,TRUE
39109,TRUE,TRUE
39157,TRUE,TRUE
39241,TRUE,TRUE
39303,TRUE,FALSE
39323,TRUE,TRUE
39324,TRUE,FALSE
39327,TRUE,FALSE
39328,TRUE,FALSE
39329,TRUE,FALSE
39331,TRUE,FALSE
39332,TRUE,FALSE
39333,TRUE,FALSE
39334,TRUE,FALSE
39335,TRUE,FALSE
39336,TRUE,FALSE
39337,TRUE,FALSE
39338,TRUE,FALSE
39339,TRUE,FALSE
39340,TRUE,FALSE
39341,TRUE,FALSE
39342,TRUE,FALSE
39343,TRUE,FALSE
39344,TRUE,FALSE
39345,TRUE,FALSE
39347,TRUE,FALSE
39349,TRUE,FALSE
39350,TRUE,FALSE
39351,TRUE,FALSE
39352,TRUE,FALSE
39354,TRUE,FALSE
39355,TRUE,FALSE
39356,TRUE,FALSE
39357,TRUE,FALSE
39358,TRUE,FALSE
39359,TRUE,FALSE
39361,TRUE,FALSE
39362,TRUE,FALSE
39363,TRUE,FALSE
39365,TRUE,FALSE
39366,TRUE,FALSE
39368,TRUE,TRUE
39369,TRUE,FALSE
39370,TRUE,FALSE
39371,TRUE,FALSE
39372,TRUE,TRUE
39373,TRUE,FALSE
39374,TRUE,FALSE
39375,TRUE,FALSE
39376,TRUE,FALSE
39378,TRUE,FALSE
39379,TRUE,FALSE
39380,TRUE,TRUE
39381,TRUE,FALSE
39382,TRUE,TRUE
39384,TRUE,FALSE
39385,TRUE,FALSE
39386,TRUE,FALSE
39387,TRUE,FALSE
39388,TRUE,FALSE
39389,TRUE,TRUE
39390,TRUE,TRUE
39393,TRUE,TRUE
39394,TRUE,FALSE
39396,TRUE,FALSE
39397,TRUE,FALSE
39399,TRUE,FALSE
39400,TRUE,FALSE
39412,TRUE,FALSE
39413,TRUE,FALSE
39415,TRUE,FALSE
39416,TRUE,TRUE
39418,TRUE,FALSE
39427,TRUE,FALSE
39459,TRUE,TRUE
39465,TRUE,FALSE
39541,TRUE,FALSE
39543,TRUE,FALSE
39544,TRUE,FALSE
39545,TRUE,FALSE
39707,TRUE,TRUE
39771,TRUE,FALSE
39773,TRUE,FALSE
39774,TRUE,TRUE
39908,TRUE,TRUE
40095,TRUE,TRUE
40635,TRUE,FALSE
40708,TRUE,TRUE
40710,TRUE,TRUE
40711,TRUE,TRUE
40715,TRUE,TRUE
40723,TRUE,TRUE
40773,TRUE,FALSE
40784,TRUE,TRUE
40796,TRUE,TRUE
40797,TRUE,FALSE
40802,TRUE,FALSE
41005,TRUE,TRUE
41006,TRUE,TRUE
41007,TRUE,FALSE
41008,TRUE,TRUE
41010,TRUE,FALSE
41030,TRUE,FALSE
41032,TRUE,TRUE
41064,TRUE,FALSE
41065,TRUE,TRUE
41079,TRUE,TRUE
41105,TRUE,TRUE
41109,TRUE,TRUE
41110,TRUE,TRUE
41111,TRUE,TRUE
41134,TRUE,TRUE
41139,TRUE,TRUE
41163,TRUE,TRUE
41202,TRUE,TRUE
41229,TRUE,TRUE
41231,TRUE,TRUE
41234,TRUE,TRUE
41303,TRUE,TRUE
41305,TRUE,TRUE
41366,TRUE,TRUE
41474,TRUE,TRUE
41485,TRUE,TRUE
41588,TRUE,TRUE
41590,TRUE,TRUE
41637,TRUE,TRUE
41658,TRUE,TRUE
41664,TRUE,TRUE
41665,TRUE,TRUE
41666,TRUE,TRUE
41667,TRUE,TRUE
41668,TRUE,TRUE
41670,TRUE,FALSE
41671,TRUE,TRUE
41672,TRUE,FALSE
41673,TRUE,TRUE
41677,TRUE,TRUE
41711,TRUE,FALSE
41712,TRUE,FALSE
41713,TRUE,FALSE
41714,TRUE,FALSE
41715,TRUE,FALSE
41716,TRUE,FALSE
41718,FALSE,FALSE
41719,FALSE,FALSE
41720,TRUE,FALSE
41721,TRUE,FALSE
41722,TRUE,FALSE
41723,FALSE,FALSE
41724,FALSE,FALSE
41725,TRUE,FALSE
41726,TRUE,FALSE
41727,TRUE,FALSE
41728,TRUE,FALSE
41729,TRUE,FALSE
41730,TRUE,FALSE
41731,TRUE,FALSE
41732,TRUE,FALSE
41733,TRUE,FALSE
41735,TRUE,FALSE
41736,TRUE,FALSE
41737,TRUE,FALSE
41738,TRUE,FALSE
41739,TRUE,FALSE
41740,FALSE,FALSE
41741,TRUE,TRUE
41742,TRUE,TRUE
41743,TRUE,FALSE
41745,TRUE,FALSE
41746,FALSE,FALSE
41747,TRUE,FALSE
41749,FALSE,FALSE
41752,TRUE,FALSE
41753,TRUE,FALSE
41754,TRUE,TRUE
41755,TRUE,FALSE
41756,TRUE,FALSE
41758,TRUE,FALSE
41759,TRUE,FALSE
41760,TRUE,FALSE
41761,TRUE,FALSE
41762,TRUE,FALSE
41772,TRUE,TRUE
41791,TRUE,FALSE
41792,TRUE,FALSE
41793,FALSE,FALSE
41794,TRUE,FALSE
41795,TRUE,FALSE
41796,TRUE,FALSE
41797,TRUE,TRUE
41798,TRUE,FALSE
41799,TRUE,FALSE
41800,TRUE,FALSE
41801,TRUE,FALSE
41802,TRUE,FALSE
41804,FALSE,FALSE
41805,FALSE,FALSE
41806,FALSE,FALSE
41807,FALSE,FALSE
41808,FALSE,FALSE
41809,FALSE,FALSE
41810,TRUE,FALSE
41811,FALSE,FALSE
41812,FALSE,FALSE
41813,TRUE,FALSE
41814,TRUE,FALSE
41818,TRUE,FALSE
41819,TRUE,FALSE
41820,TRUE,FALSE
41821,FALSE,FALSE
41822,TRUE,FALSE
41823,TRUE,FALSE
41824,TRUE,FALSE
41825,TRUE,FALSE
41826,FALSE,FALSE
41827,TRUE,FALSE
41828,TRUE,FALSE
41829,FALSE,FALSE
41830,TRUE,FALSE
41831,TRUE,FALSE
41832,TRUE,FALSE
41833,TRUE,FALSE
41835,TRUE,TRUE
41836,TRUE,TRUE
41837,TRUE,TRUE
41838,TRUE,TRUE
41839,TRUE,FALSE
41840,FALSE,FALSE
41841,TRUE,FALSE
41842,TRUE,FALSE
41843,FALSE,FALSE
41844,TRUE,FALSE
41845,FALSE,FALSE
41846,TRUE,FALSE
41848,TRUE,FALSE
41850,TRUE,FALSE
41851,TRUE,FALSE
41852,TRUE,FALSE
41853,TRUE,FALSE
41854,TRUE,FALSE
41855,TRUE,FALSE
41856,TRUE,FALSE
41857,FALSE,FALSE
41858,TRUE,FALSE
41859,TRUE,FALSE
41860,FALSE,FALSE
41861,FALSE,FALSE
41862,TRUE,FALSE
41863,FALSE,FALSE
41864,TRUE,FALSE
41866,TRUE,FALSE
41870,TRUE,FALSE
41871,TRUE,FALSE
41872,TRUE,FALSE
41873,TRUE,FALSE
41874,TRUE,FALSE
41875,TRUE,FALSE
41876,TRUE,FALSE
41877,TRUE,FALSE
41878,TRUE,FALSE
41880,TRUE,TRUE
41900,TRUE,TRUE
41940,TRUE,TRUE
41943,TRUE,TRUE
41960,TRUE,TRUE
42024,TRUE,TRUE
42025,TRUE,TRUE
42027,TRUE,TRUE
42029,TRUE,TRUE
42031,TRUE,TRUE
42050,TRUE,TRUE
42056,TRUE,TRUE
42064,TRUE,TRUE
42070,TRUE,TRUE
42081,TRUE,TRUE
42083,TRUE,TRUE
42091,TRUE,TRUE
42098,TRUE,TRUE
42137,TRUE,TRUE
42167,TRUE,TRUE
42177,TRUE,TRUE
42178,TRUE,TRUE
42187,TRUE,TRUE
42196,TRUE,TRUE
42206,TRUE,TRUE
42237,TRUE,TRUE
42243,TRUE,TRUE
42248,TRUE,TRUE
42257,TRUE,TRUE
42390,TRUE,TRUE
42393,TRUE,TRUE
42394,TRUE,TRUE
42525,TRUE,TRUE
42564,TRUE,TRUE
42653,TRUE,TRUE
42654,TRUE,TRUE
42675,TRUE,TRUE
42700,FALSE,FALSE
42701,FALSE,FALSE
42703,FALSE,FALSE
42704,FALSE,FALSE
42706,TRUE,FALSE
42707,TRUE,FALSE
42709,FALSE,FALSE
42710,FALSE,FALSE
42711,FALSE,FALSE
42712,TRUE,FALSE
42713,TRUE,FALSE
42716,TRUE,FALSE
42717,TRUE,FALSE
42718,FALSE,FALSE
42720,FALSE,FALSE
42721,TRUE,FALSE
42722,FALSE,FALSE
42723,TRUE,FALSE
42725,TRUE,FALSE
42726,FALSE,FALSE
42727,TRUE,FALSE
42728,FALSE,FALSE
42729,TRUE,FALSE
42730,TRUE,FALSE
42833,TRUE,FALSE
42834,TRUE,TRUE
42838,FALSE,FALSE
43896,TRUE,TRUE
43898,TRUE,TRUE
43906,TRUE,TRUE
43909,TRUE,TRUE
43910,TRUE,TRUE
43921,TRUE,TRUE
43972,TRUE,FALSE
43973,TRUE,FALSE
43974,TRUE,FALSE
43989,TRUE,TRUE
43993,TRUE,FALSE
43994,TRUE,TRUE
44011,TRUE,TRUE
44033,TRUE,TRUE
44034,TRUE,TRUE
44036,TRUE,TRUE
44037,TRUE,TRUE
44039,TRUE,TRUE
44041,TRUE,TRUE
44042,TRUE,TRUE
44070,TRUE,FALSE
44071,TRUE,FALSE
44074,TRUE,TRUE
44077,TRUE,TRUE
44080,TRUE,TRUE
44081,TRUE,TRUE
44117,TRUE,TRUE
44123,TRUE,TRUE
44145,TRUE,TRUE
44147,TRUE,TRUE
44151,TRUE,TRUE
44153,TRUE,TRUE
44166,TRUE,TRUE
44168,TRUE,FALSE
44169,TRUE,FALSE
44170,TRUE,FALSE
44171,FALSE,FALSE
44173,TRUE,TRUE
44174,TRUE,TRUE
44175,TRUE,TRUE
44176,TRUE,TRUE
44177,TRUE,TRUE
44178,TRUE,TRUE
44179,TRUE,TRUE
44181,TRUE,TRUE
44183,TRUE,FALSE
44186,TRUE,FALSE
44187,TRUE,TRUE
44189,TRUE,TRUE
44191,TRUE,TRUE
44205,TRUE,FALSE
44206,TRUE,FALSE
44207,FALSE,FALSE
44209,TRUE,FALSE
44210,TRUE,FALSE
44211,TRUE,FALSE
44212,TRUE,FALSE
44213,TRUE,FALSE
44214,TRUE,FALSE
44215,TRUE,FALSE
44216,TRUE,FALSE
44217,FALSE,FALSE
44218,TRUE,FALSE
44219,TRUE,FALSE
44220,TRUE,FALSE
44221,TRUE,FALSE
44222,FALSE,FALSE
44223,FALSE,FALSE
44224,TRUE,FALSE
44225,FALSE,FALSE
44226,TRUE,FALSE
44227,FALSE,FALSE
44228,TRUE,FALSE
44229,TRUE,FALSE
44275,TRUE,TRUE
44291,TRUE,TRUE
44314,TRUE,TRUE
44329,TRUE,TRUE
44356,TRUE,TRUE
44365,TRUE,TRUE
44455,TRUE,TRUE
44478,TRUE,FALSE
44479,TRUE,FALSE
44496,TRUE,FALSE
44502,TRUE,FALSE
44514,TRUE,FALSE
44515,TRUE,FALSE
44563,TRUE,FALSE
44564,TRUE,FALSE
44565,TRUE,FALSE
44566,FALSE,FALSE
44567,TRUE,FALSE
44568,TRUE,FALSE
44569,TRUE,FALSE
44570,TRUE,FALSE
44571,TRUE,FALSE
44572,TRUE,FALSE
44573,TRUE,FALSE
44574,TRUE,FALSE
44575,TRUE,FALSE
44576,TRUE,FALSE
44577,TRUE,FALSE
44578,TRUE,FALSE
44579,TRUE,FALSE
44580,TRUE,FALSE
44581,TRUE,FALSE
44582,TRUE,FALSE
44583,TRUE,FALSE
44584,TRUE,FALSE
44585,TRUE,FALSE
44586,TRUE,FALSE
44587,TRUE,FALSE
44588,TRUE,FALSE
44589,TRUE,FALSE
44590,TRUE,FALSE
44591,TRUE,FALSE
44592,TRUE,FALSE
44595,TRUE,TRUE
44596,TRUE,FALSE
44597,TRUE,FALSE
44598,TRUE,FALSE
44599,FALSE,FALSE
44600,TRUE,FALSE
44601,TRUE,FALSE
44602,FALSE,FALSE
44603,FALSE,FALSE
44604,TRUE,FALSE
44605,TRUE,FALSE
44606,TRUE,FALSE
44607,TRUE,FALSE
44608,TRUE,FALSE
44609,TRUE,FALSE
44610,TRUE,FALSE
44611,FALSE,FALSE
44612,TRUE,FALSE
44613,TRUE,FALSE
44614,TRUE,FALSE
44615,TRUE,FALSE
44617,TRUE,FALSE
44618,TRUE,FALSE
44619,TRUE,FALSE
44620,TRUE,FALSE
44621,TRUE,TRUE
44639,FALSE,FALSE
44640,TRUE,FALSE
44641,TRUE,FALSE
44642,TRUE,FALSE
44643,TRUE,FALSE
44644,TRUE,FALSE
44645,TRUE,FALSE
44646,TRUE,FALSE
44647,TRUE,FALSE
44649,TRUE,FALSE
44650,TRUE,FALSE
44651,TRUE,FALSE
44652,TRUE,FALSE
44653,TRUE,FALSE
44654,TRUE,FALSE
44655,TRUE,FALSE
44656,TRUE,FALSE
44657,FALSE,FALSE
44666,TRUE,FALSE
44668,TRUE,FALSE
44669,TRUE,FALSE
44670,TRUE,FALSE
44671,TRUE,FALSE
44672,TRUE,FALSE
44673,TRUE,FALSE
44674,TRUE,TRUE
44675,TRUE,FALSE
44676,TRUE,FALSE
44677,TRUE,FALSE
44678,TRUE,TRUE
44679,TRUE,FALSE
44680,TRUE,FALSE
44681,TRUE,FALSE
44682,TRUE,FALSE
44683,TRUE,FALSE
44684,TRUE,FALSE
44685,TRUE,FALSE
44686,TRUE,FALSE
44779,TRUE,TRUE
44993,TRUE,FALSE
44994,TRUE,FALSE
44995,TRUE,FALSE
44996,TRUE,FALSE
45116,TRUE,FALSE
45925,TRUE,FALSE
46482,TRUE,TRUE
46483,TRUE,TRUE
46493,TRUE,TRUE
46496,TRUE,TRUE
46497,TRUE,TRUE
46499,TRUE,TRUE
46501,TRUE,TRUE
46503,TRUE,TRUE
46506,TRUE,TRUE
46517,TRUE,TRUE
46518,TRUE,TRUE
46583,TRUE,TRUE
46864,TRUE,FALSE
46865,FALSE,FALSE
54576,TRUE,TRUE
54637,TRUE,TRUE
54734,TRUE,TRUE
55811,TRUE,TRUE
58269,TRUE,TRUE
58287,TRUE,TRUE
58350,TRUE,TRUE
58360,TRUE,TRUE
58410,TRUE,TRUE
58474,TRUE,TRUE
58542,TRUE,TRUE
58590,TRUE,TRUE
58705,TRUE,TRUE
58742,TRUE,FALSE
58767,TRUE,TRUE
58953,TRUE,TRUE
59737,TRUE,TRUE
60080,TRUE,FALSE
60081,TRUE,FALSE
60082,TRUE,FALSE
60083,TRUE,FALSE
60084,TRUE,FALSE
60085,TRUE,FALSE
60088,TRUE,FALSE
60089,TRUE,FALSE
60090,TRUE,FALSE
60091,FALSE,FALSE
60092,TRUE,FALSE
60093,TRUE,FALSE
60094,TRUE,FALSE
60097,TRUE,FALSE
60098,TRUE,FALSE
60099,FALSE,FALSE
60100,TRUE,FALSE
60101,FALSE,FALSE
60102,TRUE,FALSE
60103,TRUE,FALSE
60104,TRUE,FALSE
60105,TRUE,FALSE
60106,TRUE,FALSE
60107,TRUE,TRUE
60108,TRUE,FALSE
60109,TRUE,TRUE
60110,TRUE,TRUE
60111,FALSE,FALSE
60112,TRUE,TRUE
60113,TRUE,FALSE
60115,TRUE,TRUE
60116,TRUE,TRUE
60117,TRUE,TRUE
60118,TRUE,FALSE
60119,TRUE,FALSE
60120,TRUE,FALSE
60121,TRUE,FALSE
60123,TRUE,FALSE
60124,TRUE,FALSE
60125,TRUE,TRUE
60127,TRUE,TRUE
60128,TRUE,TRUE
60129,TRUE,TRUE
60130,TRUE,TRUE
60131,TRUE,FALSE
60132,TRUE,FALSE
60133,TRUE,FALSE
60134,TRUE,FALSE
60135,TRUE,FALSE
60136,TRUE,FALSE
60137,TRUE,FALSE
60138,TRUE,FALSE
60139,FALSE,FALSE
60140,FALSE,FALSE
60141,TRUE,FALSE
60142,TRUE,FALSE
