iucn_sid,stressor,code,score_num,sens
162635,sst,NA,NA,NA
162637,oa,11.1,NA,FALSE
162637,oa,11.5,NA,FALSE
162637,slr,NA,NA,NA
162637,sst,NA,NA,NA
162638,oa,11.1,NA,FALSE
162638,oa,11.5,NA,FALSE
162638,slr,NA,NA,NA
162638,sst,NA,NA,NA
162639,oa,11.1,NA,FALSE
162639,oa,11.5,NA,FALSE
162639,slr,NA,NA,NA
162639,sst,NA,NA,NA
162640,oa,11.1,NA,FALSE
162640,oa,11.5,NA,FALSE
162640,slr,NA,NA,NA
162640,sst,NA,NA,NA
162641,oa,11.1,NA,FALSE
162641,oa,11.5,NA,FALSE
162641,slr,NA,NA,NA
162641,sst,NA,NA,NA
162642,oa,11.1,NA,FALSE
162642,oa,11.5,NA,FALSE
162642,slr,NA,NA,NA
162642,sst,11.1,NA,FALSE
162642,sst,11.5,NA,FALSE
162645,oa,11.1,NA,FALSE
162645,oa,11.5,NA,FALSE
162645,slr,NA,NA,NA
162645,sst,NA,NA,NA
162647,oa,11.1,NA,FALSE
162647,oa,11.5,NA,FALSE
162647,slr,NA,NA,NA
162647,sst,NA,NA,NA
162648,oa,11.1,NA,FALSE
162648,oa,11.5,NA,FALSE
162648,slr,NA,NA,NA
162648,sst,NA,NA,NA
162649,oa,11.1,NA,FALSE
162649,oa,11.5,NA,FALSE
162649,slr,NA,NA,NA
162649,sst,NA,NA,NA
162650,oa,11.1,NA,FALSE
162650,oa,11.5,NA,FALSE
162650,slr,NA,NA,NA
162650,sst,NA,NA,NA
162651,oa,11.1,NA,FALSE
162651,oa,11.5,NA,FALSE
162651,slr,NA,NA,NA
162651,sst,NA,NA,NA
162652,oa,11.1,NA,FALSE
162652,oa,11.5,NA,FALSE
162652,slr,NA,NA,NA
162652,sst,NA,NA,NA
162653,oa,11.1,NA,FALSE
162653,oa,11.5,NA,FALSE
162653,slr,NA,NA,NA
162653,sst,NA,NA,NA
162655,oa,11.1,NA,FALSE
162655,oa,11.5,NA,FALSE
162655,slr,NA,NA,NA
162655,sst,NA,NA,NA
162658,oa,11.5,NA,FALSE
162658,slr,NA,NA,NA
162658,sst,NA,NA,NA
162660,oa,11.1,NA,FALSE
162660,oa,11.5,NA,FALSE
162660,slr,NA,NA,NA
162660,sst,11.1,NA,FALSE
162660,sst,11.5,NA,FALSE
162662,oa,11.1,NA,FALSE
162662,oa,11.5,NA,FALSE
162662,slr,NA,NA,NA
162662,sst,11.1,NA,FALSE
162662,sst,11.5,NA,FALSE
162664,oa,11.1,NA,FALSE
162664,oa,11.5,NA,FALSE
162664,slr,NA,NA,NA
162664,sst,11.1,NA,FALSE
162664,sst,11.5,NA,FALSE
162666,oa,11.1,NA,FALSE
162666,oa,11.5,NA,FALSE
162666,slr,NA,NA,NA
162666,sst,11.1,NA,FALSE
162666,sst,11.5,NA,FALSE
162667,oa,11.1,NA,FALSE
162667,oa,11.5,NA,FALSE
162667,slr,NA,NA,NA
162667,sst,11.1,NA,FALSE
162667,sst,11.5,NA,FALSE
162668,oa,11.1,NA,FALSE
162668,oa,11.5,NA,FALSE
162668,slr,NA,NA,NA
162668,sst,NA,NA,NA
162670,oa,11.1,NA,FALSE
162670,oa,11.5,NA,FALSE
162670,slr,NA,NA,NA
162670,sst,NA,NA,NA
162673,oa,11.1,NA,FALSE
162673,oa,11.5,NA,FALSE
162673,slr,NA,NA,NA
162673,sst,NA,NA,NA
162676,oa,11.1,NA,FALSE
162676,oa,11.5,NA,FALSE
162676,slr,NA,NA,NA
162676,sst,NA,NA,NA
162677,oa,11.1,NA,FALSE
162677,oa,11.5,NA,FALSE
162677,slr,NA,NA,NA
162677,sst,NA,NA,NA
162678,oa,11.1,NA,FALSE
162678,oa,11.5,NA,FALSE
162678,slr,NA,NA,NA
162678,sst,NA,NA,NA
162679,oa,11.1,NA,FALSE
162679,oa,11.5,NA,FALSE
162679,slr,NA,NA,NA
162679,sst,11.1,NA,FALSE
162679,sst,11.5,NA,FALSE
162680,oa,11.1,NA,FALSE
162680,oa,11.5,NA,FALSE
162680,slr,NA,NA,NA
162680,sst,NA,NA,NA
162681,oa,11.1,NA,FALSE
162681,oa,11.5,NA,FALSE
162681,slr,NA,NA,NA
162681,sst,11.1,NA,FALSE
162681,sst,11.5,NA,FALSE
162684,oa,11.1,NA,FALSE
162684,oa,11.5,NA,FALSE
162684,slr,NA,NA,NA
162684,sst,NA,NA,NA
162687,oa,11.1,NA,FALSE
162687,oa,11.5,NA,FALSE
162687,slr,NA,NA,NA
162687,sst,NA,NA,NA
162695,oa,11.5,NA,FALSE
162695,slr,NA,NA,NA
162695,sst,11.5,NA,FALSE
162696,oa,11.5,1,FALSE
162696,slr,NA,NA,NA
162696,sst,NA,NA,NA
162697,oa,11.5,NA,FALSE
162697,slr,NA,NA,NA
162697,sst,NA,NA,NA
162698,oa,11.5,NA,FALSE
162698,slr,NA,NA,NA
162698,sst,11.5,3,TRUE
162699,oa,11.5,NA,FALSE
162699,slr,NA,NA,NA
162699,sst,NA,NA,NA
162700,oa,11.5,1,FALSE
162700,slr,NA,NA,NA
162700,sst,11.5,1,FALSE
162701,oa,11.5,NA,FALSE
162701,slr,NA,NA,NA
162701,sst,NA,NA,NA
162703,oa,11.5,NA,FALSE
162703,slr,NA,NA,NA
162703,sst,NA,NA,NA
162705,oa,11.5,NA,FALSE
162705,slr,NA,NA,NA
162705,sst,11.5,NA,FALSE
162706,oa,11.5,NA,FALSE
162706,slr,NA,NA,NA
162706,sst,NA,NA,NA
162707,oa,11.5,NA,FALSE
162707,slr,NA,NA,NA
162707,sst,NA,NA,NA
162708,oa,11.5,NA,FALSE
162708,slr,NA,NA,NA
162708,sst,NA,NA,NA
162710,oa,11.5,NA,FALSE
162710,slr,NA,NA,NA
162710,sst,NA,NA,NA
162713,oa,11.5,NA,FALSE
162713,slr,NA,NA,NA
162713,sst,11.5,NA,FALSE
162714,oa,11.5,1,FALSE
162714,slr,NA,NA,NA
162714,sst,NA,NA,NA
162716,oa,11.5,NA,FALSE
162716,slr,NA,NA,NA
162716,sst,11.5,NA,FALSE
162717,oa,11.5,NA,FALSE
162717,slr,NA,NA,NA
162717,sst,NA,NA,NA
162718,oa,11.5,1,FALSE
162718,slr,NA,NA,NA
162718,sst,11.5,1,FALSE
162720,oa,11.5,NA,FALSE
162720,slr,NA,NA,NA
162720,sst,11.5,NA,FALSE
162721,oa,11.5,NA,FALSE
162721,slr,NA,NA,NA
162721,sst,11.5,NA,FALSE
162912,oa,11.5,NA,FALSE
162912,slr,11.5,NA,FALSE
162912,sst,11.5,NA,FALSE
162913,oa,11.5,NA,FALSE
162913,slr,NA,NA,NA
162913,sst,11.5,NA,FALSE
162935,oa,11.1,NA,FALSE
162935,slr,NA,NA,NA
162935,sst,11.1,NA,FALSE
162954,oa,11.5,NA,FALSE
162954,slr,NA,NA,NA
162954,sst,11.5,NA,FALSE
162974,oa,11.5,NA,FALSE
162974,slr,11.5,NA,FALSE
162974,sst,11.5,NA,FALSE
162977,oa,11.5,NA,FALSE
162977,slr,NA,NA,NA
162977,sst,NA,NA,NA
162992,oa,11.5,NA,FALSE
162992,slr,NA,NA,NA
162992,sst,11.5,NA,FALSE
162997,oa,11.5,NA,FALSE
162997,slr,NA,NA,NA
162997,sst,11.5,NA,FALSE
163004,oa,11.5,NA,FALSE
163004,slr,11.5,NA,FALSE
163004,sst,11.5,NA,FALSE
163006,oa,11.5,NA,FALSE
163006,slr,NA,NA,NA
163006,sst,11.5,NA,FALSE
163017,oa,11.5,NA,FALSE
163017,slr,NA,NA,NA
163017,sst,11.5,NA,FALSE
163032,oa,11.5,NA,FALSE
163032,slr,NA,NA,NA
163032,sst,11.5,NA,FALSE
163036,oa,11.5,NA,FALSE
163036,slr,11.5,NA,FALSE
163036,sst,11.5,NA,FALSE
163055,oa,11.5,NA,FALSE
163055,slr,NA,NA,NA
163055,sst,11.5,NA,FALSE
163117,oa,11.5,NA,FALSE
163117,slr,NA,NA,NA
163117,sst,NA,NA,NA
163128,oa,11.5,NA,FALSE
163128,slr,NA,NA,NA
163128,sst,NA,NA,NA
163138,oa,11.5,NA,FALSE
163138,slr,NA,NA,NA
163138,sst,11.5,NA,FALSE
163145,oa,11.5,NA,FALSE
163145,slr,NA,NA,NA
163145,sst,11.5,NA,FALSE
163147,oa,11.5,NA,FALSE
163147,slr,11.5,NA,FALSE
163147,sst,11.5,NA,FALSE
163165,oa,11.5,NA,FALSE
163165,slr,NA,NA,NA
163165,sst,11.5,NA,FALSE
163174,oa,11.5,NA,FALSE
163174,slr,11.5,NA,FALSE
163174,sst,11.5,NA,FALSE
163175,oa,11.5,NA,FALSE
163175,slr,NA,NA,NA
163175,sst,11.5,NA,FALSE
163200,oa,11.5,NA,FALSE
163200,slr,NA,NA,NA
163200,sst,11.5,NA,FALSE
163210,oa,11.5,NA,FALSE
163210,slr,NA,NA,NA
163210,sst,11.5,NA,FALSE
163224,oa,11.5,NA,FALSE
163224,slr,11.5,NA,FALSE
163224,sst,11.5,NA,FALSE
163236,oa,11.5,NA,FALSE
163236,slr,NA,NA,NA
163236,sst,11.5,NA,FALSE
163241,oa,11.5,NA,FALSE
163241,slr,NA,NA,NA
163241,sst,NA,NA,NA
163271,oa,11.5,NA,FALSE
163271,slr,NA,NA,NA
163271,sst,11.5,NA,FALSE
163280,oa,11.5,NA,FALSE
163280,slr,NA,NA,NA
163280,sst,11.5,NA,FALSE
163291,oa,11.5,NA,FALSE
163291,slr,11.5,NA,FALSE
163291,sst,11.5,NA,FALSE
163293,oa,11.5,NA,FALSE
163293,slr,NA,NA,NA
163293,sst,11.5,NA,FALSE
163301,oa,11.5,NA,FALSE
163301,slr,NA,NA,NA
163301,sst,11.5,NA,FALSE
163303,oa,11.5,NA,FALSE
163303,slr,NA,NA,NA
163303,sst,11.5,NA,FALSE
163317,oa,11.5,3,TRUE
163317,slr,NA,NA,NA
163317,sst,11.5,3,TRUE
163318,oa,11.1,NA,FALSE
163318,oa,11.3,NA,FALSE
163318,slr,NA,NA,NA
163318,sst,11.1,NA,FALSE
163318,sst,11.3,NA,FALSE
163329,oa,11.5,NA,FALSE
163329,slr,NA,NA,NA
163329,sst,11.5,NA,FALSE
163339,oa,11.5,NA,FALSE
163339,slr,11.5,NA,FALSE
163339,sst,11.5,NA,FALSE
163344,oa,11.5,NA,FALSE
163344,slr,11.5,NA,FALSE
163344,sst,11.5,NA,FALSE
163346,oa,11.5,NA,FALSE
163346,slr,NA,NA,NA
163346,sst,11.5,NA,FALSE
163359,oa,11.5,3,TRUE
163359,slr,11.5,NA,FALSE
163359,sst,11.5,3,TRUE
163384,oa,11.5,1,FALSE
163384,slr,NA,NA,NA
163384,sst,11.5,1,FALSE
165633,oa,11.1,NA,FALSE
165633,slr,NA,NA,NA
165633,sst,11.1,NA,FALSE
165658,oa,11.5,1,FALSE
165658,slr,NA,NA,NA
165658,sst,11.5,1,FALSE
165672,oa,11.5,NA,FALSE
165672,slr,NA,NA,NA
165672,sst,11.5,NA,FALSE
165687,oa,11.1,NA,FALSE
165687,slr,NA,NA,NA
165687,sst,11.1,NA,FALSE
165713,oa,11.1,NA,FALSE
165713,slr,NA,NA,NA
165713,sst,11.1,NA,FALSE
165719,oa,11.5,NA,FALSE
165719,slr,NA,NA,NA
165719,sst,11.5,NA,FALSE
165823,oa,11.3,NA,FALSE
165823,slr,NA,NA,NA
165823,sst,11.3,NA,FALSE
165836,oa,11.5,NA,FALSE
165836,slr,NA,NA,NA
165836,sst,11.5,7,TRUE
165861,oa,11.5,NA,FALSE
165861,slr,NA,NA,NA
165861,sst,11.5,7,TRUE
165880,oa,11.5,NA,FALSE
165880,slr,NA,NA,NA
165880,sst,11.5,NA,FALSE
165910,oa,11.1,NA,FALSE
165910,slr,NA,NA,NA
165910,sst,11.1,NA,FALSE
166184,oa,11.5,NA,FALSE
166184,slr,NA,NA,NA
166184,sst,11.5,7,TRUE
166189,oa,11.1,NA,FALSE
166189,slr,NA,NA,NA
166189,sst,11.1,NA,FALSE
166894,oa,11.5,NA,FALSE
166894,slr,11.5,NA,FALSE
166894,sst,11.5,NA,TRUE
169015,oa,11.1,NA,FALSE
169015,oa,11.3,NA,FALSE
169015,slr,11.1,NA,FALSE
169015,sst,11.1,3,TRUE
169015,sst,11.3,3,TRUE
169676,oa,11.1,NA,FALSE
169676,oa,11.3,NA,FALSE
169676,slr,NA,NA,NA
169676,sst,11.1,3,TRUE
169676,sst,11.3,3,TRUE
170063,oa,11.5,NA,FALSE
170063,slr,NA,NA,NA
170063,sst,11.5,NA,FALSE
170153,oa,11.1,NA,FALSE
170153,slr,NA,NA,NA
170153,sst,11.1,NA,FALSE
170173,oa,11.1,NA,FALSE
170173,slr,11.1,NA,FALSE
170173,sst,11.1,3,TRUE
170181,oa,11.1,NA,FALSE
170181,slr,NA,NA,NA
170181,sst,11.1,NA,FALSE
170189,oa,11.1,NA,FALSE
170189,oa,11.5,NA,FALSE
170189,slr,NA,NA,NA
170189,sst,11.1,NA,FALSE
170189,sst,11.5,NA,FALSE
170244,oa,11.1,NA,FALSE
170244,slr,NA,NA,NA
170244,sst,11.1,NA,FALSE
170257,oa,11.1,NA,FALSE
170257,slr,11.1,NA,FALSE
170257,sst,11.1,NA,FALSE
172284,oa,11.1,NA,FALSE
172284,oa,11.3,NA,FALSE
172284,slr,NA,NA,NA
172284,sst,11.1,NA,FALSE
172284,sst,11.3,NA,FALSE
173320,oa,11.3,NA,FALSE
173320,slr,NA,NA,NA
173320,sst,11.3,3,TRUE
173327,oa,11.3,NA,FALSE
173327,slr,NA,NA,NA
173327,sst,11.3,3,TRUE
173331,oa,11.1,1,FALSE
173331,slr,11.1,1,FALSE
173331,sst,11.1,1,FALSE
173364,oa,11.3,NA,FALSE
173364,slr,NA,NA,NA
173364,sst,11.3,3,TRUE
173384,oa,11.3,1,FALSE
173384,slr,NA,NA,NA
173384,sst,11.3,1,FALSE
176704,oa,11.1,1,FALSE
176704,slr,NA,NA,NA
176704,sst,11.1,1,FALSE
176706,oa,11.5,1,FALSE
176706,slr,NA,NA,NA
176706,sst,11.5,1,FALSE
176714,oa,11.1,NA,FALSE
176714,slr,NA,NA,NA
176714,sst,11.1,3,TRUE
176720,oa,11.5,1,FALSE
176720,slr,NA,NA,NA
176720,sst,11.5,1,FALSE
176721,oa,11.1,1,FALSE
176721,oa,11.5,1,FALSE
176721,slr,11.1,1,FALSE
176721,slr,11.5,1,FALSE
176721,sst,11.1,1,FALSE
176721,sst,11.5,1,FALSE
176725,oa,11.1,1,FALSE
176725,oa,11.5,1,FALSE
176725,slr,11.1,1,FALSE
176725,slr,11.5,1,FALSE
176725,sst,11.1,1,FALSE
176725,sst,11.5,1,FALSE
176736,oa,11.1,1,FALSE
176736,oa,11.5,0,FALSE
176736,slr,11.1,1,FALSE
176736,slr,11.5,0,FALSE
176736,sst,11.1,1,FALSE
176736,sst,11.5,0,FALSE
176739,oa,11.1,1,FALSE
176739,oa,11.5,NA,FALSE
176739,slr,NA,NA,NA
176739,sst,11.1,1,FALSE
176739,sst,11.5,3,TRUE
176740,oa,11.1,1,FALSE
176740,slr,11.1,1,FALSE
176740,sst,11.1,1,FALSE
176742,oa,11.1,1,FALSE
176742,oa,11.5,1,FALSE
176742,slr,NA,NA,NA
176742,sst,11.1,1,FALSE
176742,sst,11.5,1,FALSE
176743,oa,11.1,1,FALSE
176743,oa,11.3,1,FALSE
176743,slr,NA,NA,NA
176743,sst,11.1,1,FALSE
176743,sst,11.3,1,FALSE
176748,oa,11.3,1,FALSE
176748,slr,NA,NA,NA
176748,sst,11.3,1,FALSE
176750,oa,11.5,1,FALSE
176750,slr,11.5,1,FALSE
176750,sst,11.5,1,FALSE
176763,oa,11.1,NA,FALSE
176763,slr,NA,NA,NA
176763,sst,11.1,3,TRUE
176770,oa,11.3,NA,FALSE
176770,slr,NA,NA,NA
176770,sst,11.3,3,TRUE
176771,oa,11.1,1,FALSE
176771,oa,11.5,NA,FALSE
176771,slr,11.1,1,FALSE
176771,slr,11.5,3,TRUE
176771,sst,11.1,1,FALSE
176771,sst,11.5,3,TRUE
178796,oa,11.1,NA,FALSE
178796,slr,11.1,3,TRUE
178796,sst,11.1,3,TRUE
178797,oa,11.1,NA,FALSE
178797,slr,11.1,NA,FALSE
178797,sst,11.1,3,TRUE
178798,oa,11.1,NA,FALSE
178798,slr,11.1,NA,FALSE
178798,sst,11.1,3,TRUE
178799,oa,11.1,NA,FALSE
178799,slr,11.1,NA,FALSE
178799,sst,11.1,3,TRUE
178800,oa,11.1,NA,FALSE
178800,slr,11.1,3,TRUE
178800,sst,11.1,3,TRUE
178801,oa,11.1,NA,FALSE
178801,slr,11.1,NA,FALSE
178801,sst,11.1,3,TRUE
178802,oa,11.1,NA,FALSE
178802,slr,11.1,NA,FALSE
178802,sst,11.1,3,TRUE
178803,oa,11.1,NA,FALSE
178803,slr,11.1,NA,FALSE
178803,sst,11.1,3,TRUE
178804,oa,11.1,NA,FALSE
178804,slr,11.1,NA,FALSE
178804,sst,11.1,3,TRUE
178805,oa,11.1,NA,FALSE
178805,slr,11.1,NA,FALSE
178805,sst,11.1,3,TRUE
178806,oa,11.1,NA,FALSE
178806,slr,11.1,NA,FALSE
178806,sst,11.1,3,TRUE
178807,oa,11.1,NA,FALSE
178807,slr,11.1,NA,FALSE
178807,sst,11.1,3,TRUE
178808,oa,11.1,NA,FALSE
178808,slr,11.1,NA,FALSE
178808,sst,11.1,3,TRUE
178809,oa,11.1,NA,FALSE
178809,slr,11.1,NA,FALSE
178809,sst,11.1,3,TRUE
178811,oa,11.1,NA,FALSE
178811,slr,11.1,NA,FALSE
178811,sst,11.1,3,TRUE
178812,oa,11.1,NA,FALSE
178812,slr,11.1,NA,FALSE
178812,sst,11.1,3,TRUE
178814,oa,11.1,NA,FALSE
178814,slr,11.1,3,TRUE
178814,sst,11.1,3,TRUE
178815,oa,11.1,NA,FALSE
178815,slr,11.1,3,TRUE
178815,sst,11.1,3,TRUE
178816,oa,11.1,NA,FALSE
178816,slr,11.1,NA,FALSE
178816,sst,11.1,3,TRUE
178817,oa,11.1,NA,FALSE
178817,slr,11.1,NA,FALSE
178817,sst,11.1,3,TRUE
178818,oa,11.1,NA,FALSE
178818,slr,11.1,NA,FALSE
178818,sst,11.1,3,TRUE
178819,oa,11.1,NA,FALSE
178819,slr,11.1,NA,FALSE
178819,sst,11.1,3,TRUE
178820,oa,11.1,NA,FALSE
178820,slr,11.1,NA,FALSE
178820,sst,11.1,3,TRUE
178821,oa,11.1,NA,FALSE
178821,slr,11.1,NA,FALSE
178821,sst,11.1,3,TRUE
178822,oa,11.1,NA,FALSE
178822,slr,11.1,NA,FALSE
178822,sst,11.1,3,TRUE
178823,oa,11.1,NA,FALSE
178823,slr,11.1,NA,FALSE
178823,sst,11.1,3,TRUE
178824,oa,11.1,NA,FALSE
178824,slr,11.1,NA,FALSE
178824,sst,11.1,3,TRUE
178825,oa,11.1,NA,FALSE
178825,slr,11.1,NA,FALSE
178825,sst,11.1,3,TRUE
178826,oa,11.1,NA,FALSE
178826,slr,11.1,NA,FALSE
178826,sst,11.1,3,TRUE
178827,oa,11.1,NA,FALSE
178827,slr,11.1,3,TRUE
178827,sst,11.1,3,TRUE
178828,oa,11.1,NA,FALSE
178828,slr,11.1,NA,FALSE
178828,sst,11.1,3,TRUE
178829,oa,11.1,NA,FALSE
178829,slr,11.1,NA,FALSE
178829,sst,11.1,3,TRUE
178830,oa,11.1,NA,FALSE
178830,slr,11.1,NA,FALSE
178830,sst,11.1,3,TRUE
178831,oa,11.1,NA,FALSE
178831,slr,11.1,NA,FALSE
178831,sst,11.1,3,TRUE
178832,oa,11.1,NA,FALSE
178832,slr,11.1,NA,FALSE
178832,sst,11.1,3,TRUE
178833,oa,11.1,NA,FALSE
178833,slr,11.1,NA,FALSE
178833,sst,11.1,3,TRUE
178834,oa,11.1,NA,FALSE
178834,slr,11.1,NA,FALSE
178834,sst,11.1,3,TRUE
178835,oa,11.1,NA,FALSE
178835,slr,11.1,NA,FALSE
178835,sst,11.1,3,TRUE
178836,oa,11.1,NA,FALSE
178836,slr,11.1,3,TRUE
178836,sst,11.1,3,TRUE
178837,oa,11.1,NA,FALSE
178837,slr,11.1,NA,FALSE
178837,sst,11.1,3,TRUE
178838,oa,11.1,NA,FALSE
178838,slr,11.1,NA,FALSE
178838,sst,11.1,3,TRUE
178839,oa,11.1,NA,FALSE
178839,slr,11.1,NA,FALSE
178839,sst,11.1,3,TRUE
178840,oa,11.1,NA,FALSE
178840,slr,11.1,NA,FALSE
178840,sst,11.1,3,TRUE
178841,oa,11.1,NA,FALSE
178841,slr,11.1,NA,FALSE
178841,sst,11.1,3,TRUE
178842,oa,11.1,NA,FALSE
178842,slr,11.1,3,TRUE
178842,sst,11.1,3,TRUE
178843,oa,11.1,NA,FALSE
178843,slr,11.1,3,TRUE
178843,sst,11.1,3,TRUE
178844,oa,11.1,NA,FALSE
178844,slr,11.1,NA,FALSE
178844,sst,11.1,3,TRUE
178845,oa,11.1,NA,FALSE
178845,slr,11.1,3,TRUE
178845,sst,11.1,3,TRUE
178846,oa,11.1,NA,FALSE
178846,slr,11.1,3,TRUE
178846,sst,11.1,3,TRUE
178847,oa,11.1,NA,FALSE
178847,slr,11.1,NA,FALSE
178847,sst,11.1,3,TRUE
178848,oa,11.1,NA,FALSE
